id,name,company,category,salary_from,salary_to,salary_currency,salary_avg,salary_avg_byn,experience,employment,schedule,description,key_skills,skills_count,area,published_at,alternate_url,archived,source
real_vac_0823,DevOps инженер,LeverX,ИТ,2656.0,3722.0,BYN,3121.0,3121.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Git', 'Node.js', 'AWS', 'JavaScript', 'Machine Learning']",5,Витебск,2025-10-30T17:41:26,https://real-job.by/vacancy/823,False,
real_vac_0824,Реаниматолог,Стоматология,Медицина,1161.0,1622.0,BYN,1442.0,1442.0,от 1 года до 3 лет,частичная занятость,сменный график,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Терапия', 'Реанимация', 'Хирургия', 'Уход за пациентами', 'Диагностика']",5,Гродно,2025-11-12T17:41:26,https://real-job.by/vacancy/824,False,
real_vac_0825,Учитель английского,Школа №61,Педагогика,1184.0,1475.0,BYN,1402.0,1402.0,более 6 лет,частичная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Методики обучения', 'Преподавание', 'Разработка учебных программ', 'Психология', 'Воспитание']",5,Минск,2025-11-17T17:41:26,https://real-job.by/vacancy/825,False,
real_vac_0826,Data Scientist,ScienceSoft,ИТ,1974.0,2629.0,BYN,2464.0,2464.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Docker', 'AWS', 'Linux', 'JavaScript', 'MongoDB']",5,Гомель,2025-11-21T17:41:26,https://real-job.by/vacancy/826,False,
real_vac_0827,Финансовый аналитик,Приорбанк,Экономика,1027.0,1372.0,BYN,1282.0,1282.0,от 3 до 6 лет,частичная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Анализ', 'Бюджетирование', 'Отчетность', 'Бухгалтерия', 'Финансы']",5,Могилев,2025-11-02T17:41:26,https://real-job.by/vacancy/827,False,
real_vac_0828,Преподаватель вуза,БГПУ,Педагогика,1387.0,1659.0,BYN,1512.0,1512.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Воспитание', 'Оценивание', 'Психология', 'Разработка учебных программ', 'Методики обучения']",5,Гродно,2025-11-19T17:41:26,https://real-job.by/vacancy/828,False,
real_vac_0829,Педагог-психолог,МГЛУ,Педагогика,880.0,1220.0,BYN,1069.0,1069.0,более 6 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Преподавание', 'Методики обучения', 'Воспитание', 'Психология', 'Оценивание']",5,Минск,2025-11-21T17:41:26,https://real-job.by/vacancy/829,False,
real_vac_0830,Воспитатель детского сада,Лицей БГУ,Педагогика,1514.0,1938.0,BYN,1668.0,1668.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Преподавание', 'Воспитание', 'Психология', 'Разработка учебных программ', 'Методики обучения']",5,Минск,2025-11-05T17:41:26,https://real-job.by/vacancy/830,False,
real_vac_0831,Архитектор,МАЗ,Инженерия,1666.0,2156.0,BYN,1838.0,1838.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Черчение', 'Монтаж', 'Техническое обслуживание', 'Проектирование', 'Наладка']",5,Минск,2025-11-20T17:41:26,https://real-job.by/vacancy/831,False,
real_vac_0832,Помощник юриста,Юрконсультация,Юриспруденция,2278.0,2883.0,BYN,2482.0,2482.0,от 1 года до 3 лет,частичная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Нотариальные действия', 'Правоведение', 'Консультация', 'Корпоративное право', 'Договоры']",5,Витебск,2025-11-02T17:41:26,https://real-job.by/vacancy/832,False,
real_vac_0833,Врач-хирург,БГМУ,Медицина,1057.0,1435.0,BYN,1288.0,1288.0,от 3 до 6 лет,частичная занятость,гибкий график,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Терапия', 'Педиатрия', 'Диагностика', 'Реанимация', 'Лечение']",5,Минск,2025-10-31T17:41:26,https://real-job.by/vacancy/833,False,
real_vac_0834,Frontend разработчик,iTechArt,ИТ,1966.0,2576.0,BYN,2206.0,2206.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['AWS', 'SQL', 'Vue', 'Docker', 'Node.js']",5,Минск,2025-11-02T17:41:26,https://real-job.by/vacancy/834,False,
real_vac_0835,Преподаватель вуза,Лицей БГУ,Педагогика,1021.0,1491.0,BYN,1242.0,1242.0,без опыта,полная занятость,сменный график,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Методики обучения', 'Разработка учебных программ', 'Психология', 'Оценивание', 'Воспитание']",5,Минск,2025-11-07T17:41:26,https://real-job.by/vacancy/835,False,
real_vac_0836,Python разработчик,LeverX,ИТ,1547.0,2218.0,BYN,1860.0,1860.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['PostgreSQL', 'Vue', 'SQL', 'Linux', 'MongoDB']",5,Минск,2025-11-02T17:41:26,https://real-job.by/vacancy/836,False,
real_vac_0837,Геодезист,Белоруснефть,Инженерия,1131.0,1640.0,BYN,1376.0,1376.0,от 3 до 6 лет,полная занятость,сменный график,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Наладка', 'SolidWorks', 'Проектирование', 'Техническое обслуживание', 'Черчение']",5,Могилев,2025-11-09T17:41:26,https://real-job.by/vacancy/837,False,
real_vac_0838,Адвокат,Юрстандарт,Юриспруденция,1751.0,2224.0,BYN,1879.0,1879.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Корпоративное право', 'Судопроизводство', 'Нотариальные действия', 'Договоры', 'Консультация']",5,Минск,2025-11-23T17:41:26,https://real-job.by/vacancy/838,False,
real_vac_0839,Следователь,Юрстандарт,Юриспруденция,1248.0,1624.0,BYN,1418.0,1418.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Правоведение', 'Нотариальные действия', 'Корпоративное право', 'Консультация', 'Судопроизводство']",5,Гродно,2025-11-13T17:41:26,https://real-job.by/vacancy/839,False,
real_vac_0840,Помощник юриста,ЛексЭст,Юриспруденция,1666.0,2096.0,BYN,1881.0,1881.0,от 1 года до 3 лет,проектная работа,гибкий график,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Консультация', 'Нотариальные действия', 'Правоведение', 'Судопроизводство', 'Договоры']",5,Минск,2025-11-24T17:41:26,https://real-job.by/vacancy/840,False,
real_vac_0841,Реаниматолог,БГМУ,Медицина,1518.0,2083.0,BYN,1746.0,1746.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Медицинские процедуры', 'Педиатрия', 'Уход за пациентами', 'Реанимация', 'Хирургия']",5,Минск,2025-11-13T17:41:26,https://real-job.by/vacancy/841,False,
real_vac_0842,Воспитатель детского сада,Лицей БГУ,Педагогика,914.0,1192.0,BYN,1051.0,1051.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Воспитание', 'Оценивание', 'Преподавание', 'Психология', 'Разработка учебных программ']",5,Минск,2025-11-12T17:41:26,https://real-job.by/vacancy/842,False,
real_vac_0843,DevOps инженер,IBA,ИТ,1826.0,2277.0,BYN,2004.0,2004.0,от 1 года до 3 лет,проектная работа,гибкий график,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['PostgreSQL', 'AWS', 'Git', 'Machine Learning', 'React']",5,Минск,2025-11-09T17:41:26,https://real-job.by/vacancy/843,False,
real_vac_0844,Медсестра,РНПЦ,Медицина,1644.0,2182.0,BYN,2020.0,2020.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Хирургия', 'Терапия', 'Диагностика', 'Реанимация', 'Лечение']",5,Минск,2025-11-07T17:41:26,https://real-job.by/vacancy/844,False,
real_vac_0845,Следователь,ЛексЭст,Юриспруденция,1792.0,2271.0,BYN,2017.0,2017.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Корпоративное право', 'Консультация', 'Правоведение', 'Договоры', 'Нотариальные действия']",5,Минск,2025-11-24T17:41:26,https://real-job.by/vacancy/845,False,
real_vac_0846,Учитель математики,Лицей БГУ,Педагогика,1123.0,1387.0,BYN,1282.0,1282.0,более 6 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Разработка учебных программ', 'Воспитание', 'Оценивание', 'Преподавание', 'Психология']",5,Минск,2025-11-24T17:41:26,https://real-job.by/vacancy/846,False,
real_vac_0847,Маркетолог,БПС-Сбербанк,Экономика,1221.0,1579.0,BYN,1449.0,1449.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Анализ', '1C', 'Бюджетирование', 'Отчетность', 'Налоги']",5,Минск,2025-11-09T17:41:26,https://real-job.by/vacancy/847,False,
real_vac_0848,Преподаватель вуза,Гимназия №1,Педагогика,974.0,1437.0,BYN,1208.0,1208.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Оценивание', 'Психология', 'Преподавание', 'Разработка учебных программ', 'Методики обучения']",5,Гомель,2025-11-17T17:41:26,https://real-job.by/vacancy/848,False,
real_vac_0849,Java разработчик,ScienceSoft,ИТ,2430.0,3241.0,BYN,2822.0,2822.0,более 6 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Docker', 'Java', 'JavaScript', 'Git', 'Machine Learning']",5,Минск,2025-11-22T17:41:26,https://real-job.by/vacancy/849,False,
real_vac_0850,Data Scientist,ISsoft,ИТ,2588.0,3456.0,BYN,2977.0,2977.0,от 3 до 6 лет,проектная работа,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Java', 'Node.js', 'Linux', 'Docker', 'Git']",5,Минск,2025-11-23T17:41:26,https://real-job.by/vacancy/850,False,
real_vac_0851,Методист,БГПУ,Педагогика,1009.0,1326.0,BYN,1208.0,1208.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Оценивание', 'Воспитание', 'Преподавание', 'Психология', 'Разработка учебных программ']",5,Минск,2025-10-28T17:41:26,https://real-job.by/vacancy/851,False,
real_vac_0852,Фельдшер,РНПЦ,Медицина,1677.0,2165.0,BYN,1910.0,1910.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Лечение', 'Педиатрия', 'Уход за пациентами', 'Терапия', 'Диагностика']",5,Минск,2025-11-22T17:41:26,https://real-job.by/vacancy/852,False,
real_vac_0853,Инженер-строитель,БЕЛАЗ,Инженерия,1702.0,2233.0,BYN,1938.0,1938.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Черчение', 'Монтаж', 'Проектирование', 'SolidWorks', 'Строительство']",5,Минск,2025-10-28T17:41:26,https://real-job.by/vacancy/853,False,
real_vac_0854,Экономист,БПС-Сбербанк,Экономика,1392.0,1858.0,BYN,1641.0,1641.0,от 1 года до 3 лет,частичная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['1C', 'Отчетность', 'Финансы', 'Бюджетирование', 'Анализ']",5,Брест,2025-11-14T17:41:26,https://real-job.by/vacancy/854,False,
real_vac_0855,Frontend разработчик,LeverX,ИТ,1297.0,1650.0,BYN,1500.0,1500.0,более 6 лет,полная занятость,сменный график,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['AWS', 'Python', 'Java', 'React', 'Node.js']",5,Гродно,2025-11-24T17:41:26,https://real-job.by/vacancy/855,False,
real_vac_0856,Инженер-технолог,МАЗ,Инженерия,2471.0,2895.0,BYN,2652.0,2652.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['AutoCAD', 'SolidWorks', 'Строительство', 'Монтаж', 'Техническое обслуживание']",5,Гродно,2025-11-02T17:41:26,https://real-job.by/vacancy/856,False,
real_vac_0857,Бухгалтер,Приорбанк,Экономика,1258.0,1513.0,BYN,1429.0,1429.0,более 6 лет,полная занятость,гибкий график,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Отчетность', 'Налоги', '1C', 'Анализ', 'Аудит']",5,Витебск,2025-11-06T17:41:26,https://real-job.by/vacancy/857,False,
real_vac_0858,Юрист,Белюрлизинг,Юриспруденция,1310.0,1523.0,BYN,1380.0,1380.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Судопроизводство', 'Правоведение', 'Договоры', 'Корпоративное право', 'Консультация']",5,Минск,2025-11-07T17:41:26,https://real-job.by/vacancy/858,False,
real_vac_0859,Java разработчик,ScienceSoft,ИТ,2063.0,2758.0,BYN,2443.0,2443.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Node.js', 'Git', 'React', 'SQL', 'Vue']",5,Минск,2025-11-22T17:41:26,https://real-job.by/vacancy/859,False,
real_vac_0860,Java разработчик,iTechArt,ИТ,2329.0,2934.0,BYN,2679.0,2679.0,от 3 до 6 лет,полная занятость,сменный график,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['JavaScript', 'Git', 'MongoDB', 'AWS', 'Vue']",5,Гродно,2025-11-17T17:41:26,https://real-job.by/vacancy/860,False,
real_vac_0861,Воспитатель детского сада,Гимназия №1,Педагогика,1232.0,1612.0,BYN,1361.0,1361.0,от 1 года до 3 лет,полная занятость,гибкий график,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Воспитание', 'Оценивание', 'Психология', 'Методики обучения', 'Разработка учебных программ']",5,Гомель,2025-10-28T17:41:26,https://real-job.by/vacancy/861,False,
real_vac_0862,Бизнес-аналитик,МТБанк,Экономика,1501.0,1864.0,BYN,1728.0,1728.0,от 1 года до 3 лет,полная занятость,гибкий график,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['1C', 'Анализ', 'Налоги', 'Финансы', 'Отчетность']",5,Брест,2025-11-02T17:41:26,https://real-job.by/vacancy/862,False,
real_vac_0863,Учитель математики,Гимназия №1,Педагогика,935.0,1117.0,BYN,1051.0,1051.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Воспитание', 'Психология', 'Преподавание', 'Методики обучения', 'Разработка учебных программ']",5,Минск,2025-11-10T17:41:26,https://real-job.by/vacancy/863,False,
real_vac_0864,Учитель математики,Гимназия №1,Педагогика,1026.0,1226.0,BYN,1119.0,1119.0,от 1 года до 3 лет,частичная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Методики обучения', 'Разработка учебных программ', 'Психология', 'Воспитание', 'Оценивание']",5,Минск,2025-11-24T17:41:26,https://real-job.by/vacancy/864,False,
real_vac_0865,Бухгалтер,Беларусбанк,Экономика,1291.0,1684.0,BYN,1452.0,1452.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Отчетность', 'Налоги', 'Анализ', 'Бюджетирование', 'Финансы']",5,Минск,2025-11-11T17:41:26,https://real-job.by/vacancy/865,False,
real_vac_0866,Архитектор,Белоруснефть,Инженерия,1817.0,2541.0,BYN,2145.0,2145.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Техническое обслуживание', 'Монтаж', 'Проектирование', 'Черчение', 'Наладка']",5,Минск,2025-11-03T17:41:26,https://real-job.by/vacancy/866,False,
real_vac_0867,Системный администратор,ISsoft,ИТ,1966.0,2614.0,BYN,2435.0,2435.0,без опыта,полная занятость,гибкий график,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Vue', 'MongoDB', 'Linux', 'Node.js', 'Machine Learning']",5,Минск,2025-11-21T17:41:26,https://real-job.by/vacancy/867,False,
real_vac_0868,Инженер-проектировщик,МАЗ,Инженерия,1943.0,2536.0,BYN,2169.0,2169.0,от 1 года до 3 лет,полная занятость,гибкий график,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Монтаж', 'Строительство', 'Техническое обслуживание', 'AutoCAD', 'Черчение']",5,Гомель,2025-11-16T17:41:26,https://real-job.by/vacancy/868,False,
real_vac_0869,Геодезист,МАЗ,Инженерия,2131.0,2807.0,BYN,2477.0,2477.0,от 3 до 6 лет,частичная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Проектирование', 'Наладка', 'Строительство', 'Монтаж', 'SolidWorks']",5,Минск,2025-11-14T17:41:26,https://real-job.by/vacancy/869,False,
real_vac_0870,Инженер-проектировщик,Белэнерго,Инженерия,1242.0,1581.0,BYN,1368.0,1368.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Строительство', 'Техническое обслуживание', 'AutoCAD', 'Черчение', 'Монтаж']",5,Минск,2025-11-07T17:41:26,https://real-job.by/vacancy/870,False,
real_vac_0871,Воспитатель детского сада,МГЛУ,Педагогика,878.0,1301.0,BYN,1086.0,1086.0,от 1 года до 3 лет,полная занятость,сменный график,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Преподавание', 'Оценивание', 'Психология', 'Методики обучения', 'Воспитание']",5,Витебск,2025-10-28T17:41:26,https://real-job.by/vacancy/871,False,
real_vac_0872,Бизнес-аналитик,Белгазпромбанк,Экономика,1458.0,1859.0,BYN,1596.0,1596.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['1C', 'Бухгалтерия', 'Аудит', 'Бюджетирование', 'Финансы']",5,Гродно,2025-11-16T17:41:26,https://real-job.by/vacancy/872,False,
real_vac_0873,Инженер-технолог,Белоруснефть,Инженерия,1527.0,1997.0,BYN,1689.0,1689.0,от 1 года до 3 лет,полная занятость,сменный график,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Техническое обслуживание', 'Черчение', 'AutoCAD', 'Монтаж', 'Проектирование']",5,Минск,2025-11-22T17:41:26,https://real-job.by/vacancy/873,False,
real_vac_0874,Адвокат,ЛексЭст,Юриспруденция,1006.0,1361.0,BYN,1177.0,1177.0,от 3 до 6 лет,полная занятость,гибкий график,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Нотариальные действия', 'Судопроизводство', 'Договоры', 'Консультация', 'Правоведение']",5,Минск,2025-11-11T17:41:26,https://real-job.by/vacancy/874,False,
real_vac_0875,Инженер-энергетик,БЕЛАЗ,Инженерия,2395.0,2936.0,BYN,2638.0,2638.0,от 1 года до 3 лет,полная занятость,сменный график,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Строительство', 'Монтаж', 'Проектирование', 'Техническое обслуживание', 'AutoCAD']",5,Могилев,2025-11-07T17:41:26,https://real-job.by/vacancy/875,False,
real_vac_0876,Менеджер по продажам,БПС-Сбербанк,Экономика,1636.0,1916.0,BYN,1740.0,1740.0,более 6 лет,полная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Бюджетирование', '1C', 'Анализ', 'Аудит', 'Финансы']",5,Гомель,2025-11-12T17:41:26,https://real-job.by/vacancy/876,False,
real_vac_0877,Нотариус,Белюрлизинг,Юриспруденция,1648.0,1980.0,BYN,1751.0,1751.0,от 3 до 6 лет,проектная работа,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Нотариальные действия', 'Консультация', 'Судопроизводство', 'Корпоративное право', 'Правоведение']",5,Витебск,2025-11-01T17:41:26,https://real-job.by/vacancy/877,False,
real_vac_0878,Невролог,Стоматология,Медицина,1567.0,2097.0,BYN,1772.0,1772.0,от 1 года до 3 лет,полная занятость,сменный график,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Медицинские процедуры', 'Лечение', 'Уход за пациентами', 'Хирургия', 'Терапия']",5,Витебск,2025-11-04T17:41:26,https://real-job.by/vacancy/878,False,
real_vac_0879,Учитель английского,Школа №61,Педагогика,1298.0,1809.0,BYN,1545.0,1545.0,от 3 до 6 лет,частичная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Методики обучения', 'Оценивание', 'Психология', 'Воспитание', 'Преподавание']",5,Минск,2025-11-04T17:41:26,https://real-job.by/vacancy/879,False,
real_vac_0880,Воспитатель детского сада,Гимназия №1,Педагогика,1373.0,1765.0,BYN,1508.0,1508.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Методики обучения', 'Воспитание', 'Преподавание', 'Оценивание', 'Разработка учебных программ']",5,Гомель,2025-11-10T17:41:26,https://real-job.by/vacancy/880,False,
real_vac_0881,Инженер-строитель,Белэнерго,Инженерия,1982.0,2468.0,BYN,2280.0,2280.0,от 3 до 6 лет,полная занятость,сменный график,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Наладка', 'Строительство', 'Техническое обслуживание', 'SolidWorks', 'Проектирование']",5,Минск,2025-10-29T17:41:26,https://real-job.by/vacancy/881,False,
real_vac_0882,Системный администратор,ISsoft,ИТ,2544.0,3367.0,BYN,2814.0,2814.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['PostgreSQL', 'Java', 'MongoDB', 'Node.js', 'Machine Learning']",5,Минск,2025-10-28T17:41:26,https://real-job.by/vacancy/882,False,
real_vac_0883,Инженер-механик,БЕЛАЗ,Инженерия,1650.0,2085.0,BYN,1787.0,1787.0,более 6 лет,частичная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Техническое обслуживание', 'Монтаж', 'AutoCAD', 'SolidWorks', 'Наладка']",5,Минск,2025-11-13T17:41:26,https://real-job.by/vacancy/883,False,
real_vac_0884,Backend разработчик,ScienceSoft,ИТ,1946.0,2366.0,BYN,2117.0,2117.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['PostgreSQL', 'Git', 'Vue', 'Java', 'Machine Learning']",5,Минск,2025-11-11T17:41:26,https://real-job.by/vacancy/884,False,
real_vac_0885,Учитель математики,Школа №61,Педагогика,938.0,1335.0,BYN,1125.0,1125.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Методики обучения', 'Разработка учебных программ', 'Психология', 'Оценивание', 'Воспитание']",5,Минск,2025-11-07T17:41:26,https://real-job.by/vacancy/885,False,
real_vac_0886,Юрисконсульт,Юрконсультация,Юриспруденция,1460.0,1702.0,BYN,1616.0,1616.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Консультация', 'Корпоративное право', 'Правоведение', 'Судопроизводство', 'Нотариальные действия']",5,Гродно,2025-11-16T17:41:26,https://real-job.by/vacancy/886,False,
real_vac_0887,Frontend разработчик,iTechArt,ИТ,2143.0,2682.0,BYN,2358.0,2358.0,от 1 года до 3 лет,полная занятость,сменный график,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Vue', 'Node.js', 'MongoDB', 'Python', 'PostgreSQL']",5,Гомель,2025-11-17T17:41:26,https://real-job.by/vacancy/887,False,
real_vac_0888,Следователь,Юрконсультация,Юриспруденция,1492.0,2141.0,BYN,1827.0,1827.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Правоведение', 'Нотариальные действия', 'Судопроизводство', 'Договоры', 'Консультация']",5,Витебск,2025-11-15T17:41:26,https://real-job.by/vacancy/888,False,
real_vac_0889,Нотариус,Юрконсультация,Юриспруденция,1632.0,2239.0,BYN,1995.0,1995.0,более 6 лет,полная занятость,гибкий график,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Договоры', 'Корпоративное право', 'Консультация', 'Судопроизводство', 'Правоведение']",5,Минск,2025-11-04T17:41:26,https://real-job.by/vacancy/889,False,
real_vac_0890,Помощник юриста,ЛексЭст,Юриспруденция,1292.0,1790.0,BYN,1604.0,1604.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Нотариальные действия', 'Договоры', 'Консультация', 'Судопроизводство', 'Правоведение']",5,Минск,2025-11-10T17:41:26,https://real-job.by/vacancy/890,False,
real_vac_0891,Нотариус,Юрконсультация,Юриспруденция,966.0,1304.0,BYN,1188.0,1188.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Нотариальные действия', 'Правоведение', 'Консультация', 'Корпоративное право', 'Судопроизводство']",5,Гродно,2025-11-21T17:41:26,https://real-job.by/vacancy/891,False,
real_vac_0892,Архитектор,Белэнерго,Инженерия,1245.0,1630.0,BYN,1517.0,1517.0,от 1 года до 3 лет,полная занятость,сменный график,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Черчение', 'SolidWorks', 'AutoCAD', 'Наладка', 'Проектирование']",5,Гродно,2025-11-16T17:41:26,https://real-job.by/vacancy/892,False,
real_vac_0893,Инженер-технолог,МТЗ,Инженерия,1623.0,2066.0,BYN,1939.0,1939.0,более 6 лет,частичная занятость,гибкий график,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Наладка', 'Монтаж', 'Черчение', 'SolidWorks', 'Строительство']",5,Минск,2025-11-14T17:41:26,https://real-job.by/vacancy/893,False,
real_vac_0894,Невролог,Стоматология,Медицина,1916.0,2480.0,BYN,2232.0,2232.0,от 3 до 6 лет,частичная занятость,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Диагностика', 'Хирургия', 'Уход за пациентами', 'Педиатрия', 'Реанимация']",5,Гомель,2025-11-03T17:41:26,https://real-job.by/vacancy/894,False,
real_vac_0895,Экономист,Белгазпромбанк,Экономика,754.0,1030.0,BYN,900.0,900.0,более 6 лет,полная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['1C', 'Отчетность', 'Финансы', 'Налоги', 'Бюджетирование']",5,Минск,2025-11-18T17:41:26,https://real-job.by/vacancy/895,False,
